city,lat,lng,country,iso2,iso3,admin_name,capital,population
Ternate,0.7930,127.3630,Indonesia,ID,IDN,Maluku Utara,,187521
Kualakapuas,-3.0996,114.3500,Indonesia,ID,IDN,Kalimantan Tengah,minor,35632
Balikpapan,-1.2500,116.8300,Indonesia,ID,IDN,Kalimantan Timur,,445905
Bontang,0.1333,117.5000,Indonesia,ID,IDN,Kalimantan Timur,,101691
Singaraja,-8.1152,115.0944,Indonesia,ID,IDN,Bali,minor,234468
Pinrang,-3.7857,119.6522,Indonesia,ID,IDN,Sulawesi Selatan,minor,182731
Makale,-3.0968,119.8531,Indonesia,ID,IDN,Sulawesi Selatan,minor,9960
Palopo,-3.0999,120.2363,Indonesia,ID,IDN,Sulawesi Selatan,,2444
Luwuk,-0.9396,122.7900,Indonesia,ID,IDN,Sulawesi Tengah,minor,47778
Tarutung,2.0171,98.9667,Indonesia,ID,IDN,Sumatera Utara,minor,1305
Padangsidempuan,1.3887,99.2734,Indonesia,ID,IDN,Sumatera Utara,,266882
Padangpanjang,-0.4496,100.4167,Indonesia,ID,IDN,Sumatera Barat,,44096
Ambon,-3.7167,128.2000,Indonesia,ID,IDN,Maluku,admin,355596
Padang,-0.9600,100.3600,Indonesia,ID,IDN,Sumatera Barat,admin,855000
Banda Aceh,5.5500,95.3200,Indonesia,ID,IDN,Aceh,admin,513698
Bandar Lampung,-5.4300,105.2700,Indonesia,ID,IDN,Lampung,admin,865000
Bandung,-6.9500,107.5700,Indonesia,ID,IDN,Jawa Barat,admin,2394000
Bandjarmasin,-3.3300,114.5801,Indonesia,ID,IDN,Kalimantan Selatan,admin,603576
Bengkulu,-3.8000,102.2700,Indonesia,ID,IDN,Bengkulu,admin,426673
Gorontalo,0.5500,123.0700,Indonesia,ID,IDN,Gorontalo,admin,365497
Jayapura,-2.5330,140.7000,Indonesia,ID,IDN,Papua,admin,169341
Kendari,-3.9553,122.5973,Indonesia,ID,IDN,Sulawesi Tenggara,admin,165377
Kupang,-10.1787,123.5830,Indonesia,ID,IDN,Nusa Tenggara Timur,admin,282396
Ujungpandang,-5.1400,119.4320,Indonesia,ID,IDN,Sulawesi Selatan,admin,1262000
Mamuju,-2.6806,118.8861,Indonesia,ID,IDN,Sulawesi Barat,admin,
Manokwari,-0.8711,134.0693,Indonesia,ID,IDN,Papua Barat,admin,74504
Palangkaraya,-2.2096,113.9100,Indonesia,ID,IDN,Kalimantan Tengah,admin,148289
Palembang,-2.9800,104.7500,Indonesia,ID,IDN,Sumatera Selatan,admin,1749000
Palu,-0.9070,119.8330,Indonesia,ID,IDN,Sulawesi Tengah,admin,612445
Pangkalpinang,-2.0800,106.1500,Indonesia,ID,IDN,Kepulauan Bangka Belitung,admin,125933
Pekanbaru,0.5650,101.4250,Indonesia,ID,IDN,Riau,admin,799000
Pontianak,-0.0300,109.3200,Indonesia,ID,IDN,Kalimantan Barat,admin,607311
Samarinda,-0.5000,117.1500,Indonesia,ID,IDN,Kalimantan Timur,admin,592228
Semarang,-6.9666,110.4200,Indonesia,ID,IDN,Jawa Tengah,admin,1396000
Serang,-6.1100,106.1496,Indonesia,ID,IDN,Banten,admin,164767
Tanjung Selor,2.8375,117.3653,Indonesia,ID,IDN,Kalimantan Utara,admin,
Tanjungpinang,0.9168,104.4714,Indonesia,ID,IDN,Kepulauan Riau,admin,226666
Yogyakarta,-7.7800,110.3750,Indonesia,ID,IDN,Yogyakarta,admin,636660
Mataram,-8.5795,116.1350,Indonesia,ID,IDN,Nusa Tenggara Barat,admin,499409
Sofifi,0.7373,127.5588,Indonesia,ID,IDN,Maluku Utara,admin,
Tidore,0.6964,127.4360,Indonesia,ID,IDN,Maluku Utara,,60611
Sligo,54.2671,-8.4833,Ireland,IE,IRL,Sligo,admin,20228
Mullingar,53.5333,-7.3500,Ireland,IE,IRL,Westmeath,admin,
Drogheda,53.7193,-6.3478,Ireland,IE,IRL,Louth,,36533
Dundalk,54.0004,-6.4167,Ireland,IE,IRL,Louth,admin,38884
Muineachan,54.2500,-6.9667,Ireland,IE,IRL,Monaghan,,5937
Port Laoise,53.0322,-7.3000,Ireland,IE,IRL,Laois,admin,
Longford,53.7333,-7.8000,Ireland,IE,IRL,Longford,admin,
Shannon,52.7038,-8.8641,Ireland,IE,IRL,Clare,,8781
Tralee,52.2667,-9.7167,Ireland,IE,IRL,Kerry,admin,26384
Lifford,54.8319,-7.4836,Ireland,IE,IRL,Donegal,admin,
Wicklow,52.9750,-6.0494,Ireland,IE,IRL,Wicklow,admin,
Kilkenny,52.6545,-7.2523,Ireland,IE,IRL,Kilkenny,admin,21589
An Cabhan,53.9908,-7.3606,Ireland,IE,IRL,Cavan,admin,
Carrick on Shannon,53.9469,-8.0900,Ireland,IE,IRL,Leitrim,admin,
Wexford,52.3342,-6.4575,Ireland,IE,IRL,Wexford,admin,
Donegal,54.6500,-8.1167,Ireland,IE,IRL,Donegal,,2513
Killarney,52.0504,-9.5167,Ireland,IE,IRL,Kerry,,11902
Ros Comain,53.6333,-8.1833,Ireland,IE,IRL,Roscommon,admin,4860
Galway,53.2724,-9.0488,Ireland,IE,IRL,Galway,admin,75594
Cork,51.8986,-8.4958,Ireland,IE,IRL,Cork,admin,188907
Dublin,53.3331,-6.2489,Ireland,IE,IRL,Dublin,primary,1059000
Trim,53.5550,-6.7917,Ireland,IE,IRL,Meath,admin,
Waterford,52.2583,-7.1119,Ireland,IE,IRL,Waterford,admin,49275
Limerick,52.6647,-8.6231,Ireland,IE,IRL,Limerick,admin,90054
Clonmel,52.3550,-7.7039,Ireland,IE,IRL,Tipperary,admin,
Nenagh,52.8619,-8.1967,Ireland,IE,IRL,Tipperary,admin,
Swords,53.4597,-6.2181,Ireland,IE,IRL,Fingal,admin,
Dunleary,53.2925,-6.1286,Ireland,IE,IRL,Dún Laoghaire-Rathdown,admin,
Tallaght,53.2878,-6.3411,Ireland,IE,IRL,South Dublin,admin,
Castlebar,53.8500,-9.3000,Ireland,IE,IRL,Mayo,admin,
Naas,53.2158,-6.6669,Ireland,IE,IRL,Kildare,admin,
Carlow,52.8408,-6.9261,Ireland,IE,IRL,Carlow,admin,
Ennis,52.8436,-8.9864,Ireland,IE,IRL,Clare,admin,
Tullamore,53.2739,-7.4889,Ireland,IE,IRL,Offaly,admin,
Jerusalem,31.7784,35.2066,Israel,IL,ISR,,primary,1029300
Beer Sheva,31.2500,34.8300,Israel,IL,ISR,Southern,admin,206408
Nazareth,32.7040,35.2955,Israel,IL,ISR,Northern,admin,151459
Tel Aviv-Yafo,32.0800,34.7700,Israel,IL,ISR,Tel Aviv,admin,3112000
Haifa,32.8204,34.9800,Israel,IL,ISR,Haifa,admin,1011000
Ramla,31.9167,34.8667,Israel,IL,ISR,Central,admin,63860
Douglas,54.1504,-4.4800,Isle Of Man,IM,IMN,,primary,35854
Kavaratti,10.5626,72.6369,India,IN,IND,Lakshadweep,admin,10688
New Delhi,28.6000,77.2000,India,IN,IND,Delhi,primary,317797
Tezpur,26.6338,92.8000,India,IN,IND,Assam,,58851
Jullundur,31.3349,75.5690,India,IN,IND,Punjab,,855000
Navsari,20.8504,72.9200,India,IN,IND,Gujarāt,,163000
Asansol,23.6833,86.9833,India,IN,IND,West Bengal,,1328000
Port Blair,11.6670,92.7360,India,IN,IND,Andaman and Nicobar Islands,admin,127562
Kota,25.1800,75.8350,India,IN,IND,Rājasthān,,827000
Saharanpur,29.9700,77.5500,India,IN,IND,Uttar Pradesh,,484873
Bhuj,23.2504,69.8100,India,IN,IND,Gujarāt,,289429
Gurgaon,28.4500,77.0200,India,IN,IND,Haryāna,,197340
Simla,31.1000,77.1666,India,IN,IND,Himāchal Pradesh,admin,173503
Muzaffarpur,26.1204,85.3799,India,IN,IND,Bihār,,333200
Gaya,24.8000,85.0000,India,IN,IND,Bihār,,423692
Ratlam,23.3504,75.0300,India,IN,IND,Madhya Pradesh,,307229
Gwalior,26.2300,78.1801,India,IN,IND,Madhya Pradesh,,978000
Baramula,34.2004,74.3500,India,IN,IND,Jammu and Kashmīr,,167986
Guwahati,26.1600,91.7700,India,IN,IND,Assam,,983000
Dispur,26.1440,91.7666,India,IN,IND,Assam,admin,16140
Bidar,17.9229,77.5175,India,IN,IND,Karnātaka,,300136
Pune,18.5300,73.8500,India,IN,IND,Mahārāshtra,,4672000
Ahmedabad,23.0301,72.5800,India,IN,IND,Gujarāt,minor,5375000
Haldia,22.0257,88.0583,India,IN,IND,West Bengal,,200762
Bhagalpur,25.2300,86.9800,India,IN,IND,Bihār,,361548
Ujjain,23.1904,75.7900,India,IN,IND,Madhya Pradesh,,513350
Tonk,26.1505,75.7900,India,IN,IND,Rājasthān,,181734
Agartala,23.8354,91.2800,India,IN,IND,Tripura,admin,203264
Silchar,24.7904,92.7900,India,IN,IND,Assam,,152393
Vellore,12.9204,79.1500,India,IN,IND,Tamil Nādu ,,177081
Bharatpur,27.2504,77.5000,India,IN,IND,Rājasthān,,229384
Siliguri,26.7204,88.4550,India,IN,IND,West Bengal,,515574
Gangtok,27.3333,88.6166,India,IN,IND,Sikkim,admin,77900
Cuttack,20.4700,85.8899,India,IN,IND,Odisha,,580000
Alipur Duar,26.4837,89.5667,India,IN,IND,West Bengal,,127342
Bhubaneshwar,20.2704,85.8274,India,IN,IND,Odisha,admin,844000
Dibrugarh,27.4833,94.9000,India,IN,IND,Assam,,166366
Jorhat,26.7500,94.2167,India,IN,IND,Assam,,69033
Hospet,15.2804,76.3750,India,IN,IND,Karnātaka,,286007
Tuticorin,8.8200,78.1300,India,IN,IND,Tamil Nādu ,,436094
Sangli,16.8604,74.5750,India,IN,IND,Mahārāshtra,,601214
Sholapur,17.6704,75.9000,India,IN,IND,Mahārāshtra,,1057000
Mumbai,19.0170,72.8570,India,IN,IND,Mahārāshtra,admin,18978000
Diu,20.7197,70.9904,India,IN,IND,Damān and Diu,,23779
Sirsa,29.4904,75.0300,India,IN,IND,Haryāna,,181639
Mangalore,12.9000,74.8500,India,IN,IND,Karnātaka,,776632
Thiruvananthapuram,8.5000,76.9500,India,IN,IND,Kerala,admin,954000
Kochi,10.0150,76.2239,India,IN,IND,Kerala,,1519000
Bangalore,12.9700,77.5600,India,IN,IND,Karnātaka,admin,6787000
Proddatur,14.7504,78.5700,India,IN,IND,Andhra Pradesh,,197451
Tirupati,13.6504,79.4200,India,IN,IND,Andhra Pradesh,,287035
Vadodara,22.3100,73.1800,India,IN,IND,Gujarāt,,1756000
Surat,21.2000,72.8400,India,IN,IND,Gujarāt,,3842000
Aizawl,23.7104,92.7200,India,IN,IND,Mizoram,admin,283021
Bhopal,23.2500,77.4100,India,IN,IND,Madhya Pradesh,admin,1727000
Hyderabad,17.4000,78.4800,India,IN,IND,Andhra Pradesh,admin,6376000
Chandigarh,30.7200,76.7800,India,IN,IND,Chandīgarh,admin,979000
Gandhinagar,23.3004,72.6399,India,IN,IND,Gujarāt,admin,195891
Imphal,24.8000,93.9500,India,IN,IND,Manipur,admin,264986
Kohima,25.6670,94.1166,India,IN,IND,Nāgāland,admin,92113
Lucknow,26.8550,80.9150,India,IN,IND,Uttar Pradesh,admin,2695000
Bijapur,16.8354,75.7100,India,IN,IND,Karnātaka,,271064
Chennai,13.0900,80.2800,India,IN,IND,Tamil Nādu ,admin,7163000
Guntur,16.3300,80.4500,India,IN,IND,Andhra Pradesh,,530577
Rajahmundry,17.0303,81.7900,India,IN,IND,Andhra Pradesh,,304804
Haora,22.5804,88.3299,India,IN,IND,West Bengal,,4841638
Raurkela,22.2304,84.8300,India,IN,IND,Odisha,,625831
Dhanbad,23.8004,86.4200,India,IN,IND,Jharkhand,,1246000
Bhatpara,22.8504,88.5200,India,IN,IND,West Bengal,,483129
Kolkata,22.4950,88.3247,India,IN,IND,West Bengal,admin,14787000
Shillong,25.5705,91.8800,India,IN,IND,Meghālaya,admin,375527
Puri,19.8204,85.9000,India,IN,IND,Odisha,,201026
Krishnanagar,23.3803,88.5300,India,IN,IND,West Bengal,,145926
Jamshedpur,22.7875,86.1975,India,IN,IND,Jharkhand,,1300000
Jodhpur,26.2918,73.0168,India,IN,IND,Rājasthān,,995000
Sikar,27.6104,75.1400,India,IN,IND,Rājasthān,,400000
Barddhaman,23.2504,87.8650,India,IN,IND,West Bengal,,301725
Medinipur,22.3304,87.1500,India,IN,IND,West Bengal,,169127
Vishakhapatnam,17.7300,83.3050,India,IN,IND,Andhra Pradesh,,1529000
Silvassa,20.2666,73.0166,India,IN,IND,Dādra and Nagar Haveli,admin,27359
Kolhapur,16.7000,74.2200,India,IN,IND,Mahārāshtra,,750000
Latur,18.4004,76.5700,India,IN,IND,Mahārāshtra,,374394
Pondicherry,11.9350,79.8300,India,IN,IND,Puducherry,admin,227411
Brahmapur,19.3200,84.8000,India,IN,IND,Odisha,,324726
Bhiwandi,19.3500,73.1300,India,IN,IND,Mahārāshtra,,795000
Rajkot,22.3100,70.8000,India,IN,IND,Gujarāt,,1260000
Kalyan,19.2502,73.1602,India,IN,IND,Mahārāshtra,,1576614
Coimbatore,11.2000,76.9500,India,IN,IND,Tamil Nādu ,,1696000
Nasik,20.0004,73.7800,India,IN,IND,Mahārāshtra,,1473000
Porbandar,21.6700,69.6700,India,IN,IND,Gujarāt,,234684
Parbhani,19.2704,76.7600,India,IN,IND,Mahārāshtra,,378326
Akola,20.7100,77.0100,India,IN,IND,Mahārāshtra,,503502
Ahmednagar,19.1104,74.7500,India,IN,IND,Mahārāshtra,,391760
Aurangabad,19.8957,75.3203,India,IN,IND,Mahārāshtra,,1113000
Daman,20.4170,72.8500,India,IN,IND,Damān and Diu,admin,39737
Ranchi,23.3700,85.3300,India,IN,IND,Jharkhand,admin,1044000
Itanagar,27.1004,93.6166,India,IN,IND,Arunāchal Pradesh,admin,44971
Raipur,21.2350,81.6350,India,IN,IND,Chhattīsgarh,admin,875000
Kozhikode,11.2504,75.7700,India,IN,IND,Kerala,minor,953000
Machilipatnam,16.2004,81.1800,India,IN,IND,Andhra Pradesh,,192827
Khammam,17.2804,80.1601,India,IN,IND,Andhra Pradesh,,290839
Kakinada,16.9675,82.2375,India,IN,IND,Andhra Pradesh,,292923
Panaji,15.4920,73.8180,India,IN,IND,Goa,admin,65586
Bhavnagar,21.7784,72.1300,India,IN,IND,Gujarāt,,554978
Karnal,29.6804,76.9700,India,IN,IND,Haryāna,,225049
Rohtak,28.9000,76.5800,India,IN,IND,Haryāna,,317245
Hisar,29.1700,75.7250,India,IN,IND,Haryāna,,544829
Abohar,30.1204,74.2900,India,IN,IND,Punjab,,130603
Agra,27.1704,78.0150,India,IN,IND,Uttar Pradesh,,1592000
Alwar,27.5454,76.6049,India,IN,IND,Rājasthān,,283228
Bhilwara,25.3504,74.6350,India,IN,IND,Rājasthān,,389911
Udaipur,24.6000,73.7300,India,IN,IND,Rājasthān,,469737
Meerut,29.0004,77.7000,India,IN,IND,Uttar Pradesh,,1398000
Delhi,28.6700,77.2300,India,IN,IND,Delhi,admin,15926000
Rampur,28.8154,79.0250,India,IN,IND,Uttar Pradesh,,296418
Ludhiana,30.9278,75.8723,India,IN,IND,Punjab,,1649000
Sonipat,29.0000,77.0200,India,IN,IND,Haryāna,,250521
Dehra Dun,30.3204,78.0500,India,IN,IND,Uttarakhand,admin,714223
Ghaziabad,28.6604,77.4084,India,IN,IND,Uttar Pradesh,,1341000
Faridabad,28.4333,77.3167,India,IN,IND,Haryāna,,1394000
Amravati,20.9500,77.7700,India,IN,IND,Mahārāshtra,,734451
Bhiwani,28.8100,76.1250,India,IN,IND,Haryāna,,190855
Gulbarga,17.3500,76.8200,India,IN,IND,Karnātaka,,483615
Mathura,27.5000,77.6700,India,IN,IND,Uttar Pradesh,,330511
Hapur,28.7437,77.7628,India,IN,IND,Uttar Pradesh,,242920
Bhilai,21.2167,81.4333,India,IN,IND,Chhattīsgarh,,1097000
Warangal,18.0100,79.5800,India,IN,IND,Andhra Pradesh,,1203853
Raichur,16.2104,77.3550,India,IN,IND,Karnātaka,,255240
Firozabad,27.1500,78.3949,India,IN,IND,Uttar Pradesh,,306409
Burhanpur,21.3004,76.1300,India,IN,IND,Madhya Pradesh,,197233
Ambala,30.3200,76.8200,India,IN,IND,Haryāna,,146787
Varanasi,25.3300,83.0000,India,IN,IND,Uttar Pradesh,,1352000
Hathras,27.6000,78.0500,India,IN,IND,Uttar Pradesh,,126882
Shahjahanpur,27.8804,79.9050,India,IN,IND,Uttar Pradesh,,320434
Jabalpur,23.1751,79.9551,India,IN,IND,Madhya Pradesh,,1285000
Patiala,30.3204,76.3850,India,IN,IND,Punjab,,329224
Nagpur,21.1700,79.0900,India,IN,IND,Mahārāshtra,,2454000
Bulandshahr,28.4104,77.8484,India,IN,IND,Uttar Pradesh,,198612
Nanded,19.1700,77.3000,India,IN,IND,Mahārāshtra,,623708
Hoshiarpur,31.5200,75.9800,India,IN,IND,Punjab,,158142
Aligarh,27.8922,78.0618,India,IN,IND,Uttar Pradesh,,805000
Mirzapur,25.1454,82.5700,India,IN,IND,Uttar Pradesh,,245817
Bikaner,28.0304,73.3299,India,IN,IND,Rājasthān,,576015
Srinagar,34.1000,74.8150,India,IN,IND,Jammu and Kashmīr,admin,1140000
Jhansi,25.4530,78.5575,India,IN,IND,Uttar Pradesh,,826494
Fatehpur,25.8804,80.8000,India,IN,IND,Uttar Pradesh,,166480
Sagar,23.8504,78.7500,India,IN,IND,Madhya Pradesh,,328240
Bahraich,27.6204,81.6699,India,IN,IND,Uttar Pradesh,,182218
Kanpur,26.4600,80.3200,India,IN,IND,Uttar Pradesh,,3162000
Gorakhpur,26.7504,83.3800,India,IN,IND,Uttar Pradesh,,674246
Jammu,32.7118,74.8467,India,IN,IND,Jammu and Kashmīr,,791000
Nizamabad,18.6704,78.1000,India,IN,IND,Andhra Pradesh,,388505
Faizabad,26.7504,82.1700,India,IN,IND,Uttar Pradesh,,153047
Sopore,34.3000,74.4667,India,IN,IND,Jammu and Kashmīr,,63035
Allahabad,25.4550,81.8400,India,IN,IND,Uttar Pradesh,,1201000
Sambalpur,21.4704,83.9701,India,IN,IND,Odisha,,310852
Pathankot,32.2703,75.7200,India,IN,IND,Punjab,,253987
Bilaspur,22.0904,82.1600,India,IN,IND,Chhattīsgarh,,543454
Indore,22.7151,75.8650,India,IN,IND,Madhya Pradesh,,2026000
Sitapur,27.6300,80.7500,India,IN,IND,Uttar Pradesh,,164435
Malegaon,20.5604,74.5250,India,IN,IND,Mahārāshtra,,690844
Dhule,20.9000,74.7700,India,IN,IND,Mahārāshtra,,479073
Panipat,29.4004,76.9700,India,IN,IND,Haryāna,,292808
Muzaffarnagar,29.4850,77.6950,India,IN,IND,Uttar Pradesh,,349706
Ongole,15.5604,80.0500,India,IN,IND,Andhra Pradesh,,202860
Jaipur,26.9211,75.8100,India,IN,IND,Rājasthān,admin,2917000
Moradabad,28.8418,78.7568,India,IN,IND,Uttar Pradesh,,787000
Pali,25.7904,73.3299,India,IN,IND,Rājasthān,,210103
Vijayawada,16.5200,80.6300,India,IN,IND,Andhra Pradesh,,1137000
Budaun,28.0300,79.0900,India,IN,IND,Uttar Pradesh,,161555
Bareilly,28.3454,79.4200,India,IN,IND,Uttar Pradesh,,817000
Aurangabad,24.7704,84.3800,India,IN,IND,Bihār,,95929
Vizianagaram,18.1204,83.5000,India,IN,IND,Andhra Pradesh,,179358
Chirala,15.8604,80.3400,India,IN,IND,Andhra Pradesh,,253000
Ajmer,26.4500,74.6400,India,IN,IND,Rājasthān,,589985
Pilibhit,28.6400,79.8100,India,IN,IND,Uttar Pradesh,,131008
Hindupur,13.7804,77.4900,India,IN,IND,Andhra Pradesh,,168312
Mandya,12.5704,76.9200,India,IN,IND,Karnātaka,,285034
Karimnagar,18.4604,79.1100,India,IN,IND,Andhra Pradesh,,288251
Tumkur,13.3300,77.1000,India,IN,IND,Karnātaka,,399606
Mysore,12.3100,76.6600,India,IN,IND,Karnātaka,,887000
Hubli,15.3600,75.1250,India,IN,IND,Karnātaka,,890000
Shimoga,13.9304,75.5600,India,IN,IND,Karnātaka,,654055
Chandrapur,19.9700,79.3000,India,IN,IND,Mahārāshtra,,595118
Bellary,15.1500,76.9150,India,IN,IND,Karnātaka,,445388
Davangere,14.4700,75.9200,India,IN,IND,Karnātaka,,503564
Amritsar,31.6400,74.8700,India,IN,IND,Punjab,,1212000
Belgaum,15.8650,74.5050,India,IN,IND,Karnātaka,,608756
Etawah,26.7855,79.0150,India,IN,IND,Uttar Pradesh,,257448
Patna,25.6250,85.1300,India,IN,IND,Bihār,admin,2158000
Purnia,25.7854,87.4800,India,IN,IND,Bihār,,198453
Bhusawal,21.0200,75.8300,India,IN,IND,Mahārāshtra,,183001
Nandyal,15.5204,78.4800,India,IN,IND,Andhra Pradesh,,188654
Kurnool,15.8300,78.0300,India,IN,IND,Andhra Pradesh,,424920
Kolar,13.1337,78.1334,India,IN,IND,Karnātaka,,144625
Nellore,14.4400,79.9899,India,IN,IND,Andhra Pradesh,,678004
Tiruvannamalai,12.2604,79.1000,India,IN,IND,Tamil Nādu ,,138243
Kanchipuram,12.8337,79.7167,India,IN,IND,Tamil Nādu ,,155029
Valparai,10.3204,76.9700,India,IN,IND,Tamil Nādu ,,114308
Tiruppur,11.0804,77.3300,India,IN,IND,Tamil Nādu ,,650000
Alappuzha,9.5004,76.3700,India,IN,IND,Kerala,,176783
Kollam,8.9004,76.5700,India,IN,IND,Kerala,,394163
Karur,10.9504,78.0833,India,IN,IND,Tamil Nādu ,,76915
Kumbakonam,10.9805,79.4000,India,IN,IND,Tamil Nādu ,,139264
Thanjavur,10.7704,79.1500,India,IN,IND,Tamil Nādu ,,219571
Nagercoil,8.1804,77.4300,India,IN,IND,Tamil Nādu ,,224329
Tirunelveli,8.7304,77.6900,India,IN,IND,Tamil Nādu ,,542200
Rajapalaiyam,9.4204,77.5800,India,IN,IND,Tamil Nādu ,,369991
Salem,11.6700,78.1801,India,IN,IND,Tamil Nādu ,,873000
Tiruchirappalli,10.8100,78.6900,India,IN,IND,Tamil Nādu ,,951000
Madurai,9.9200,78.1200,India,IN,IND,Tamil Nādu ,,1294000
Cuddalore,11.7204,79.7700,India,IN,IND,Tamil Nādu ,,158569
Dindigul,10.3800,78.0000,India,IN,IND,Tamil Nādu ,,200797
Mandali,33.7436,45.5464,Iraq,IQ,IRQ,Diyālá,,29785
Baghdad,33.3386,44.3939,Iraq,IQ,IRQ,Baghdād,primary,5054000
As Sulaymaniyah,35.5613,45.4309,Iraq,IQ,IRQ,As Sulaymānīyah,admin,723170
As Samawah,31.3099,45.2803,Iraq,IQ,IRQ,Al Muthanná,admin,174978
Ash Shatrah,31.4175,46.1772,Iraq,IQ,IRQ,Dhī Qār,minor,161949
Mosul,36.3450,43.1450,Iraq,IQ,IRQ,Nīnawá,admin,1316000
Kirkuk,35.4722,44.3923,Iraq,IQ,IRQ,Kirkūk,admin,601433
Tikrit,34.5970,43.6770,Iraq,IQ,IRQ,Şalāḩ ad Dīn,admin,56591
Baqubah,33.7476,44.6573,Iraq,IQ,IRQ,Diyālá,admin,299479
Karbala,32.6149,44.0245,Iraq,IQ,IRQ,Karbalā’,admin,510692
Al Amarah,31.8416,47.1512,Iraq,IQ,IRQ,Maysān,admin,345007
Samarra,34.1940,43.8750,Iraq,IQ,IRQ,Şalāḩ ad Dīn,minor,158508
Ar Rutbah,33.0385,40.2845,Iraq,IQ,IRQ,Al Anbār,minor,22370
Al Musayyib,32.7786,44.2900,Iraq,IQ,IRQ,Bābil,minor,76454
Tall Afar,36.3760,42.4497,Iraq,IQ,IRQ,Nīnawá,minor,144465
Ar Ramadi,33.4200,43.3000,Iraq,IQ,IRQ,Al Anbār,admin,295121
Dahuk,36.8667,43.0000,Iraq,IQ,IRQ,Dahūk,admin,986000
Al Fallujah,33.3477,43.7773,Iraq,IQ,IRQ,Al Anbār,minor,231819
Az Aubayr,30.3892,47.7080,Iraq,IQ,IRQ,Al Başrah,minor,262219
Al Hillah,32.4721,44.4217,Iraq,IQ,IRQ,Bābil,admin,594605
An Najaf,32.0003,44.3354,Iraq,IQ,IRQ,An Najaf,admin,665552
Ad Diwaniyah,31.9889,44.9240,Iraq,IQ,IRQ,Al Qādisīyah,admin,358408
Al Kut,32.4907,45.8304,Iraq,IQ,IRQ,Wāsiţ,admin,321521
An Nasiriyah,31.0429,46.2676,Iraq,IQ,IRQ,Dhī Qār,admin,451547
Basra,30.5135,47.8136,Iraq,IQ,IRQ,Al Başrah,admin,870000
Zakho,37.1445,42.6872,Iraq,IQ,IRQ,Dahūk,minor,134863
Irbil,36.1790,44.0086,Iraq,IQ,IRQ,Arbīl,admin,926000
Bojnurd,37.4700,57.3200,Iran,IR,IRN,Khorāsān-e Shomālī,admin,208582
Mahabad,36.7704,45.7200,Iran,IR,IRN,Āz̄arbāyjān-e Gharbī,,162434
Ardabil,38.2500,48.3000,Iran,IR,IRN,Ardabīl,admin,414603
Isfahan,32.7000,51.7000,Iran,IR,IRN,Eşfahān,admin,1628000
Urmia,37.5300,45.0000,Iran,IR,IRN,Āz̄arbāyjān-e Gharbī,admin,577307
Zahedan,29.5000,60.8300,Iran,IR,IRN,Sīstān va Balūchestān,admin,598887
Ilam,33.6374,46.4227,Iran,IR,IRN,Īlām,admin,
Bandar-e-Abbas,27.2041,56.2721,Iran,IR,IRN,Hormozgān,admin,461499
Kermanshah,34.3800,47.0600,Iran,IR,IRN,Kermānshāh,admin,828313
Tabriz,38.0863,46.3012,Iran,IR,IRN,Āz̄arbāyjān-e Sharqī,admin,1413000
Khorramabad,33.4804,48.3500,Iran,IR,IRN,Lorestān,admin,375198
Hamadan,34.7960,48.5150,Iran,IR,IRN,Hamadān,admin,528256
Yasuj,30.6590,51.5940,Iran,IR,IRN,Kohgīlūyeh va Bowyer Aḩmad,admin,96786
Sari,36.5504,53.1000,Iran,IR,IRN,Māzandarān,,271467
Birjand,32.8800,59.2199,Iran,IR,IRN,Khorāsān-e Jonūbī,admin,324703
Kerman,30.3000,57.0800,Iran,IR,IRN,Kermān,admin,577514
Sari,36.5633,53.0601,Iran,IR,IRN,Māzandarān,admin,
Ilam,33.6304,46.4300,Iran,IR,IRN,Īlām,,152894
Sanandaj,35.3000,47.0200,Iran,IR,IRN,Kordestān,admin,349176
Abadan,30.3307,48.2797,Iran,IR,IRN,Khūzestān,,370180
Shiraz,29.6300,52.5700,Iran,IR,IRN,Fārs,admin,1240000
Bandar-e Bushehr,28.9200,50.8300,Iran,IR,IRN,Būshehr,admin,169060
Mashhad,36.2700,59.5700,Iran,IR,IRN,Khorāsān-e Raẕavī,admin,2469000
Yazd,31.9201,54.3700,Iran,IR,IRN,Yazd,admin,477905
Semnan,35.5548,53.3743,Iran,IR,IRN,Semnān,admin,124826
Karaj,35.8004,50.9700,Iran,IR,IRN,Alborz,admin,1423000
Maragheh,37.4204,46.2200,Iran,IR,IRN,Āz̄arbāyjān-e Sharqī,minor,151385
Borujerd,33.9200,48.8000,Iran,IR,IRN,Lorestān,minor,251958
Amol,36.4713,52.3633,Iran,IR,IRN,Māzandarān,minor,221650
Saveh,35.0218,50.3314,Iran,IR,IRN,Markazī,minor,175533
Kashmar,35.1814,58.4515,Iran,IR,IRN,Khorāsān-e Raẕavī,minor,157135
Torbat-e Jam,35.2233,60.6129,Iran,IR,IRN,Khorāsān-e Raẕavī,minor,104578
Quchan,37.1118,58.5015,Iran,IR,IRN,Khorāsān-e Raẕavī,minor,145531
Khomeini Shahr,32.7004,51.4700,Iran,IR,IRN,Eşfahān,minor,437138
Shahrud,36.4229,54.9629,Iran,IR,IRN,Semnān,minor,131889
Ahar,38.4829,47.0629,Iran,IR,IRN,Āz̄arbāyjān-e Sharqī,minor,103639
